ruido,modelo,acuracia_media,acuracia_std,loss_media,loss_std,mlp_acuracia,cnn_acuracia
0.0,mlp,0.9818999965985616,0.0008602528625708285,0.061832696199417114,0.0027045557728150385,"[0.9819999933242798, 0.9829000234603882, 0.9807999730110168]",
0.0,cnn,0.9923333326975504,0.0006649967196877226,0.024259010950724285,0.001322812177092711,,"[0.992900013923645, 0.9926999807357788, 0.9914000034332275]"
0.2,mlp,0.9328999916712443,0.014262050227077874,0.21213790774345398,0.0378614019513393,"[0.9150000214576721, 0.9498999714851379, 0.9337999820709229]",
0.2,cnn,0.9869666695594788,0.0018153868400090651,0.040447366734345756,0.0033678883155962955,,"[0.9883000254631042, 0.9882000088691711, 0.9843999743461609]"
0.5,mlp,0.5679000020027161,0.019001238028536517,1.4674132267634075,0.11824691283609168,"[0.5467000007629395, 0.5641999840736389, 0.5928000211715698]",
0.5,cnn,0.7256666620572408,0.06298913233557966,0.79034952322642,0.12130341961385643,,"[0.6880999803543091, 0.8144000172615051, 0.6744999885559082]"
